Material ID,Composition,Band Gap,Calc Types
mp-1196575,H64 C16 S8 Br8 N8 O8,4.3089,"{'mp-1196575': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238412': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1335585': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1628590': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1204048,B8 H104 C32 N80 Cl8 O4,4.101199999999999,{'mp-1204048': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1199816,Cu8 H96 C8 N48 Cl32 O8,0.6396000000000001,"{'mp-1199816': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1987334': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1204663,Hf8 H112 C32 N8 O8 F40,6.6776,{'mp-1204663': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-709143,Zr8 H88 C32 N8 O8 F40,0.17799999999999902,"{'mp-709143': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-729443': <CalcType.GGA_Static: 'GGA Static'>, 'mp-734165': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1197012,As4 P4 H4 Cl12 O4 F24,4.9259,"{'mp-1197012': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1359247': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1845171': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1203315,As4 P4 H4 Br12 O4 F24,3.5629,"{'mp-1203315': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1379239': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1848536': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1224979,H48 C16 S8 Br4 N4 O4,3.9773,"{'mp-1224979': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238267': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1338533': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1894168': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1629136': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-541100,Cs8 Na4 Mo4 C16 N28 O4,0.131499999999999,"{'mp-541100': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1985309': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-643306,H4 Pb4 C4 S4 N4 O4,3.4588,"{'mp-643306': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-725442': <CalcType.GGA_Static: 'GGA Static'>, 'mp-736415': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1413970': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1674793': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1822047': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1611096': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-746284': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2174387': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2437883': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-722245,K8 H8 C8 S8 N8 O4,2.3719,"{'mp-735011': <CalcType.GGA_Static: 'GGA Static'>, 'mp-722245': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-738447': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1341098': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1897794': <CalcType.GGA_Static: 'GGA Static'>, 'mp-745878': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-725081,K4 Hg4 C8 N8 Cl4 O4,0.5758000000000001,"{'mp-1201232': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-725081': <CalcType.GGA_Static: 'GGA Static'>, 'mp-739567': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1396032': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1727467': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1876474': <CalcType.GGA_Static: 'GGA Static'>, 'mp-747677': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-766026,Rb4 Cu4 Sb8 H8 Se16 O4,0.38729999999999903,"{'mp-766026': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1347765': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1683459': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1851129': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1179748,Rb2 Hg2 C4 N4 Cl2 O2,0.0,"{'mp-1179748': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1189667': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1367161': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1824389': <CalcType.GGA_Static: 'GGA Static'>}"
mp-690847,As4 H8 C8 N4 Cl8 O4,0.5740000000000001,"{'mp-725534': <CalcType.GGA_Static: 'GGA Static'>, 'mp-848803': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-690847': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1182560': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1330701': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1886459': <CalcType.GGA_Static: 'GGA Static'>, 'mp-860048': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-746703': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1193213,Cs4 Hg4 H4 I8 Br4 O2,2.0626,"{'mp-1193213': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1846678': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1984513': <CalcType.GGA_Static: 'GGA Static'>}"
mp-2227211,K2 Na1 Mg1 Ti1 O1 F5,0.0,"{'mp-2228320': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2227211': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}"
mp-2240744,K2 Na1 Mg1 V1 O1 F5,0.7877000000000001,{'mp-2240744': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}
mp-2241208,K2 Na1 Mg1 V1 O1 F5,1.3392,{'mp-2241208': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}
mp-2240162,K2 Na1 Mg1 Ti1 O1 F5,0.2716,{'mp-2240162': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-731948,K8 Re8 C24 S8 N24 O8,0.4284,"{'mp-743085': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-731948': <CalcType.GGA_Static: 'GGA Static'>, 'mp-749930': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1106319,Cd2 C2 S2 Br4 N6 O2,0.38459999999999905,"{'mp-1106319': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1367454': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1682996': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1819751': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1198682,Ga2 P2 H18 C6 Cl6 O2,4.9838000000000005,"{'mp-1198682': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1446176': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1738584': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1892274': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1101144,Te8 As8 S4 I24 O8 F48,0.126899999999999,"{'mp-1101144': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1332416': <CalcType.GGA_Static: 'GGA Static'>}"
mp-2231369,Rb2 Mg1 Ti2 Zn2 O2 F10,0.0,{'mp-2231369': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-706456,Te8 As8 S4 I24 O8 F48,0.08,"{'mp-706456': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1335203': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1227882,Ba1 Sr1 Co1 Cu2 S2 O2,0.0,"{'mp-1227882': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1877713': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-2231197,K2 Na2 Mg1 Nb2 O2 F10,0.0,"{'mp-2231197': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2231202': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}"
mp-1195695,H24 C8 I2 N2 O4 F4,4.6425,"{'mp-1195695': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1374765': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1823547': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1199286,H50 C16 I2 N4 O4 F8,4.616,"{'mp-1199286': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238047': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1350489': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1895282': <CalcType.GGA_Static: 'GGA Static'>}"
mp-2230700,K2 Na2 Mg1 Nb2 O2 F10,0.810999999999999,{'mp-2230700': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2230467,Rb2 Mg1 Ti2 Zn2 O2 F10,0.0,{'mp-2230467': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-698397,Sn1 H24 C6 N2 O2 F6,4.7044,"{'mp-739872': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-727029': <CalcType.GGA_Static: 'GGA Static'>, 'mp-698397': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1387792': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1729901': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1840079': <CalcType.GGA_Static: 'GGA Static'>, 'mp-747916': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1200331,Mg2 B4 H8 C16 N16 O4,5.3302,"{'mp-1200331': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1201404': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1204641': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1204786': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1370440': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1890972': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2934849': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2933160': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933173': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933278': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933314': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933376': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933384': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933411': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933430': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933458': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933479': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933243': <CalcType.GGA_Deformation: 'GGA Deformation'>, 'mp-2933327': <CalcType.GGA_Deformation: 'GGA Deformation'>}"
mp-2239929,Sr2 Mg1 Cu1 C1 N2 O2,0.0,"{'mp-2240098': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2239929': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}"
mp-1203606,Pu2 H48 C16 N4 Cl8 O4,0.22460000000000002,"{'mp-1203606': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1844400': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987767': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1197122,U2 H48 C16 N4 Cl8 O4,2.3977,"{'mp-1197122': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1848419': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987386': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1190848,Na2 H8 C4 I2 N4 O4,4.5176,"{'mp-1190848': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1836812': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987214': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1179389,Te2 C8 S8 N16 Cl4 O4,0.6685,"{'mp-1179389': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1351933': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1845640': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1183028,Ag4 P8 H32 S4 N28 O8,3.4266,"{'mp-1183028': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1338691': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1851583': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1628796': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1196751,Te2 C8 S8 N16 Cl4 O4,0.0,"{'mp-1196751': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1363510': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1851510': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1198805,Fe2 H24 C16 S4 N12 O4,3.8311,"{'mp-1198805': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1896118': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1985345': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-2902511': <CalcType.r2SCAN_Structure_Optimization: 'r2SCAN Structure Optimization'>}"
mp-1198838,Cu4 H36 C12 N4 Cl8 O8,0.557099999999999,"{'mp-1198838': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1349794': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1678713': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1906742': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1199188,Ti8 Si28 H168 C56 Cl24 O8,1.496,{'mp-1199188': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-1202452,Sn4 H48 C24 S8 N8 O8,3.4006,"{'mp-1202452': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1982288': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1203484,Na4 H16 C4 S8 N12 O8,2.6265,"{'mp-1203484': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1885693': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1986362': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1203870,Co2 H24 C16 S4 N12 O4,2.1355,"{'mp-1203870': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1895630': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1985067': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1211315,Na8 H48 C16 S16 N24 O16,3.0479,"{'mp-1211315': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1338282': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1215066,Cd10 H36 C16 N40 Cl8 O4,2.8508,"{'mp-1215066': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1237033': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1338627': <CalcType.GGA_Static: 'GGA Static'>}"
mp-555975,Na4 H48 C16 S8 Br4 O8,4.3157,"{'mp-555975': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-666560': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-682016': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-658102': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1326997': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1851305': <CalcType.GGA_Static: 'GGA Static'>}"
mp-557236,Te8 As8 Se32 S4 O8 F48,1.4407,"{'mp-1334573': <CalcType.GGA_Static: 'GGA Static'>, 'mp-724009': <CalcType.GGA_Static: 'GGA Static'>, 'mp-848422': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-557236': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-864131': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-745032': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-558888,P4 S8 N12 Cl8 O8 F8,4.803100000000001,"{'mp-689423': <CalcType.GGA_Static: 'GGA Static'>, 'mp-716117': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-845809': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-558888': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1340449': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1683807': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1894507': <CalcType.GGA_Static: 'GGA Static'>}"
mp-560424,As4 C16 S8 Cl8 O8 F52,3.0921,"{'mp-1365140': <CalcType.GGA_Static: 'GGA Static'>, 'mp-848067': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-734932': <CalcType.GGA_Static: 'GGA Static'>, 'mp-560424': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-750379': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-561308,Cu4 H56 C12 N4 Cl12 O8,0.6937,"{'mp-669727': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-656334': <CalcType.GGA_Static: 'GGA Static'>, 'mp-561308': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-659750': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1324326': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1845454': <CalcType.GGA_Static: 'GGA Static'>}"
mp-600202,Mn4 H40 C4 N4 Cl12 O8,4.0931,"{'mp-796530': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-819689': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-600507': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1352898': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-835687': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-820605': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-825284': <CalcType.GGA_Static: 'GGA Static'>, 'mp-600202': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-834506': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-654809': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1896224': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-561476,P4 H32 C8 S4 N4 O8,4.5811,"{'mp-659380': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-561476': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-669077': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-656179': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1357959': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1865956': <CalcType.GGA_Static: 'GGA Static'>}"
mp-601227,H48 W12 C16 S8 Cl36 O8,0.0164,"{'mp-601227': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1366290': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-818947': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-820166': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-601871': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-696992,Ag4 P8 H32 S4 N28 O8,3.3529,"{'mp-731908': <CalcType.GGA_Static: 'GGA Static'>, 'mp-864013': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-696992': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1365050': <CalcType.GGA_Static: 'GGA Static'>, 'mp-749811': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1847472': <CalcType.GGA_Static: 'GGA Static'>}"
mp-697957,Zn4 H32 C8 I8 N16 O8,1.9324,"{'mp-844056': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-726908': <CalcType.GGA_Static: 'GGA Static'>, 'mp-697957': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1178707': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1324312': <CalcType.GGA_Static: 'GGA Static'>, 'mp-748360': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1846324': <CalcType.GGA_Static: 'GGA Static'>}"
mp-698430,Mn4 H36 C4 N4 Cl12 O8,2.2987,"{'mp-818350': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-743948': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-824160': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-732358': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1361699': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-824940': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-698430': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-863832': <CalcType.GGA_Static: 'GGA Static'>, 'mp-864322': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1897967': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-726682,Te2 C8 S8 N16 Cl4 O4,0.5733,"{'mp-726682': <CalcType.GGA_Static: 'GGA Static'>, 'mp-739618': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-774223,K16 H16 Os8 C8 Cl40 O16,0.558,"{'mp-853837': <CalcType.GGA_Static: 'GGA Static'>, 'mp-774223': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-996067': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1335913': <CalcType.GGA_Static: 'GGA Static'>, 'mp-996689': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1190433,Co4 H20 C4 N4 Cl8 O8,1.7077,"{'mp-1190433': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1280634': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1297840': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1284694': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1321306': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1312390': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1303445': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1319966': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1309540': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1307328': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1303754': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1302311': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1308276': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1306077': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1315052': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1306873': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1305390': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1319617': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1302540': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1421041': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1671620': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1892475': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1605383': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2138183': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2686116': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-1190493,Ni4 H20 C4 N4 Cl8 O8,0.0,"{'mp-1190493': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1298573': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1277565': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1310829': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1314629': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1312500': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1315499': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1302851': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1306631': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1313354': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1320828': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1320839': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1301523': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1321837': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1308440': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1319000': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1362743': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1419477': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1709189': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1605603': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2138968': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
